file,study,group,trial,type,time,Resp1,Resp2,HR1,HR2,time_new
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.6847917,NA,0.3558264463453877,0.8894614332155018,-1.1879733623526056,1
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.7014584,NA,0.6098248906699665,0.19472313208610945,-1.375720028342541,2
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.7181251,NA,0.3582052573561997,0.07191092099495286,-1.3179466059143183,3
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.7347917,NA,0.14501691840036912,0.26318348592133517,-0.9959513273272368,4
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.7514583,NA,-0.14902264029650183,0.7082060261057715,-0.37768843542224156,5
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.768125,NA,-0.732716375168167,1.1738522919938568,0.34448333744853543,6
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.7847915,NA,-1.4465139262853457,1.6340724349502673,0.9379953901035911,7
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.8014584,NA,-1.7476167714380573,2.0346199352040193,1.0564577674410323,8
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.8181249,-0.3184464133845094,0.09394519128062495,2.275875622296735,0.9702609617425751,9
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.8347919,NA,-0.12492874627996661,2.380439213766054,0.37051184271326354,10
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.851458299999999,NA,-0.4238665136926844,1.909454553819675,-1.6536147067394238,11
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.8681251,NA,-0.2472199508467702,0.853491309829944,-1.7842151522750478,12
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.8847915,NA,-0.07299590458128279,-0.012674636704967348,-0.7971592473777869,13
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9014583,NA,0.301082797975389,-0.26833355397437125,-0.2773718262663991,14
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9181249,NA,-0.1940087974611641,-0.17605363282493966,-0.339314763272484,15
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9347917,0.7481537711636013,0.17711390862171167,0.2569941517815989,-0.0871007740276753,16
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9514584,-0.35077438516284787,0.1355856148086037,0.9825397256716852,0.4332314374602852,17
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9681251,NA,-0.15188072692646976,1.3156074846721082,0.2767666168137596,18
Study1_G1_T1_Synchronous,1,11,1,Synchronous,13.9847917,NA,-0.2604165754564932,1.1509283789239695,-0.20021453323495275,19
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.0014583,NA,-0.8681164988312212,1.0746167264952409,-0.20385706557299896,20
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.018125,NA,-1.5495839730736432,1.3184628645634133,-0.04376598398241935,21
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.0347915,NA,-1.904275871775917,1.6337619635670229,-0.29038396964398555,22
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.0514584,NA,0.228947997051875,1.927793501477347,-0.6093093183004326,23
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.0681249,4.909895802069318,0.5349692377649692,2.2224858264577105,-0.045462728789097975,24
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.0847919,NA,0.3911553678724966,2.2437618276884153,-0.7401146026070726,25
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.101458299999999,1.3625379165831006,0.2873982058866808,1.833189129351735,-1.058590077351894,26
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.1181251,NA,0.31928350132741556,1.6564526517905547,-0.226146615424183,27
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.1347915,-0.35607442742014644,-0.08956236694753333,1.7208066288518005,0.3166758264408454,28
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.1514583,-0.26963122432959136,-0.8284436199287872,1.56351459985799,0.39379997404008693,29
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.1681249,NA,-1.8524201695495934,1.385307738965683,0.3124805186902897,30
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.1847917,NA,-2.3012201758194513,1.3882038057461736,0.2771232315320528,31
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.2014584,1.943848426722406,0.8365253642787418,1.660861373994832,1.1103395846743127,32
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.2181251,NA,0.7324607697511715,2.0007431372718107,0.698873997239991,33
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.2347917,NA,-0.9602386906995355,1.8713913906030195,-0.9397084404292981,34
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.2514583,NA,-1.55590499793994,1.1782205700878585,-1.2141702765451339,35
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.268125,NA,-1.668377276620804,0.5985240125522181,-0.7329709935959623,36
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.2847915,NA,-0.3256914510460849,0.47291857297085416,0.37665881377634813,37
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.3014584,NA,-0.6751362957436131,0.5362881815176458,1.0142072850119768,38
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.3181249,NA,-1.5252600851431033,0.38391336801568166,1.3709535304056717,39
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.3347919,1.1243999744290885,-0.7590159776615482,0.21249457689983908,1.4012314307398668,40
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.351458299999999,-0.23336700862477272,0.3035641400797526,0.4413608134732306,1.643584051260086,41
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.3681251,NA,0.06821532901084627,0.7346974324549149,0.8518202795971221,42
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.3847915,0.026179910916625963,0.04449402147143363,0.6359399129122635,-1.0988806101103674,43
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4014583,NA,0.7034753212224537,0.5395873898196436,-1.1144238592198132,44
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4181249,-0.29319414865519006,0.30139615649866064,0.817165186874861,-1.7355675110341966,45
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4347917,NA,-0.05091924011839254,0.9631732091345991,-1.8350551529306447,46
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4514584,NA,-1.293759204728432,0.8514616638567208,-1.5876850070157602,47
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4681251,NA,-2.6010806327604445,0.8239299641570269,-1.0841942909522118,48
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.4847917,2.0418252312687466,-0.09720037846211041,0.9015019818781546,-0.17981125979822904,49
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.5014583,NA,-0.18639193218907343,1.1423423456604977,0.49480600818575005,50
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.518125,NA,-0.995219349578017,0.7655315537068933,0.08298757255952516,51
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.5347915,NA,-2.508217696154775,-0.13790389750500906,-0.26338324858832474,52
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.5514584,NA,NA,-0.6769495114165507,-0.01917418254263169,53
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.5681249,NA,NA,-0.4712883687347856,0.27759133543138914,54
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.5847919,NA,NA,-0.0375561332549847,0.6577037545786398,55
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.601458299999999,NA,-0.8080660404894172,0.2455491683487265,0.8467704223399525,56
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.6181251,NA,-1.2534397217986626,0.5587019304098145,0.8588712169930156,57
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.6347915,NA,-1.2987624804543823,0.671787233012424,0.3330355078098718,58
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.6514583,NA,-1.3621415639112269,0.5030625880290668,0.45292886385214304,59
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.6681249,NA,-1.631545190555552,0.37458194637240333,0.7528073405542418,60
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.6847917,NA,-3.211691840423316,0.2102674659856717,0.8617280519267941,61
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.7014584,NA,0.426217198970113,-0.002651180917754153,1.190650364257754,62
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.7181251,NA,0.13515920705859688,-0.13426696945733882,1.1257413630526738,63
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.7347917,NA,0.8631764205989738,-0.08828871391815409,0.0703198403547357,64
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.7514583,NA,0.5703968943090312,0.2635418847177407,-0.8557891176419252,65
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.768125,NA,0.7764624168059541,0.21600768770313417,-1.3000001773752101,66
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.7847915,0.4403670408951076,0.546361285073311,-0.23221483561445055,-1.1614488808932772,67
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.8014584,5.298822271239872,1.3466078257906355,-0.49552621554962656,-0.6211240076091632,68
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.8181249,-0.1773964556070273,0.08278684402237335,-0.1355889577496764,0.2172594170914219,69
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.8347919,NA,-2.8549021376286356,0.3909637247022019,0.8076112034469866,70
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.851458299999999,3.962895746402807,-0.5437839719085975,1.037444933189185,1.7586976853176424,71
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.8681251,2.332418556439287,1.384978092751132,1.414050762617846,2.232328585475917,72
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.8847915,NA,1.3808515254074074,1.4436253754441684,2.5753327346782835,73
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9014583,NA,0.6789913111563919,1.1266011466267143,2.016594157591528,74
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9181249,NA,0.29778522924894624,0.9252794770352746,0.5535092805161116,75
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9347917,NA,-0.13960436519623595,0.8383396065531746,-0.12442524258715783,76
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9514584,NA,-1.853023436859099,0.8629549888550171,0.381040338591465,77
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9681251,0.02605308779654648,-1.4649308403636034,1.2174824470347496,1.048611339672269,78
Study1_G1_T1_Synchronous,1,11,1,Synchronous,14.9847917,4.084030734897359,-2.6747820300073006,1.6356266484110917,1.6334052396916245,79
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.0014583,-0.35270795267654587,1.2108087957940272,1.8107813499645438,2.1413846005807247,80
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.018125,NA,1.023703124738554,0.9638179585154307,2.1984046875993997,81
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.0347915,NA,0.3846808864148282,-0.7577540732070628,0.03472065180584114,82
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.0514584,NA,0.0017222545462332328,-1.9995925927574074,-2.4392824307760472,83
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.0681249,NA,1.2931741697422459,-2.377243199805905,-2.3095812208160864,84
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.0847919,NA,1.2061307764074027,-2.253720174908025,-1.8919699429376529,85
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.101458299999999,NA,0.7837711562495452,-2.338257005452489,-1.606902216359422,86
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.1181251,NA,1.2835829184240215,-2.3116087210838003,-0.9498592290414406,87
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.1347915,NA,1.2747803760699452,-1.9834718445997763,-0.4450614981894981,88
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.1514583,2.500718763432605,1.0477532576698028,-1.7590058186876787,-0.5534744818051234,89
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.1681249,NA,1.1359823793044352,-1.2390028542465634,-0.315648171374324,90
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.1847917,-0.3602085436360659,0.6434612043900199,-0.6680812976534691,-0.48623023424029416,91
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.2014584,NA,0.30012858065615056,-0.4131371500589183,-1.0973091701035222,92
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.2181251,NA,0.46538816021739243,-0.5577215881928121,-1.5493508231286408,93
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.2347917,NA,-0.058511146031925,-0.6887064514683547,-1.8212149161277833,94
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.2514583,NA,-1.260279271388418,-0.5395998276922878,-1.5528831619707169,95
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.268125,NA,NA,-0.3508595896139594,-0.5929095610906523,96
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.2847915,NA,-2.227815908995073,-0.28810171251616373,0.800225346524788,97
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.3014584,-0.0780284067250252,-1.87476309595313,-0.3267814627600301,1.2555623786839423,98
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.3181249,2.9708714370037885,0.938116471901039,-0.5037168762167281,1.6917128760903288,99
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.3347919,NA,0.4914123786713944,-0.4423506792397079,1.7196909354128083,100
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.351458299999999,NA,-0.32677173340236265,-0.9205912724853853,1.5218467545599432,101
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.3681251,1.6474972260671934,-0.17330147617366237,-1.707732340892939,1.6999496666538085,102
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.3847915,2.3319921203125706,1.4092784294268665,-1.892058829815433,1.9035567835393725,103
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4014583,-0.31746146164245076,0.541543386694751,-1.5423278688845579,1.4858386116420823,104
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4181249,-0.30812093002896185,0.7781400546641233,-1.1264924949474473,0.5109017313855974,105
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4347917,NA,0.6452506043555228,-0.7614717323830444,-0.9405821992204829,106
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4514584,NA,0.23856165082455705,-0.640653564451935,-1.140705746247627,107
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4681251,NA,-0.6363732990218269,-0.5763935428290712,-0.912864632862907,108
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.4847917,NA,-1.2306511354178313,-0.14662493012385305,-0.43882925296901565,109
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.5014583,-0.31978488236894975,-1.6631701848536886,0.014965842227760508,0.06156839162577994,110
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.518125,4.309551381735835,0.3239530496365982,-0.32515368728931004,0.44030919252405065,111
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.5347915,NA,0.13419965223740582,-0.5157847018040357,0.37857431843556816,112
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.5514584,NA,0.2830075388976221,-0.8712905447121312,-0.39326106343750444,113
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.5681249,NA,1.0472685368827641,-1.3829080255509913,-0.3302981510859021,114
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.5847919,NA,0.7039838931796821,-1.4875004077428795,-0.40970752557447954,115
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.601458299999999,NA,0.27564520099603296,-1.171629907151645,-0.363380757628687,116
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.6181251,-0.2067059312944728,0.31876640671053397,-0.7759465252138914,0.308320164304602,117
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.6347915,NA,-0.11802191790778757,-0.17341551149634166,1.0591027729308249,118
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.6514583,NA,-0.447314827915186,0.32205120228665496,1.626435960587796,119
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.6681249,-0.324221574913367,-1.119749079124122,-0.383632129093247,1.5420722479512163,120
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.6847917,NA,1.0871731802162203,-1.485368708940554,1.2107132943701766,121
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.7014584,NA,0.3630746200494067,-2.0540182119588075,0.9494704893932961,122
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.7181251,-0.02923830007298897,0.6530935119915187,-2.1634290843126247,0.22878302924098717,123
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.7347917,0.3153043809408858,1.065075088417997,-1.9358893060197457,0.5508202819981223,124
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.7514583,NA,0.705379620709728,-1.2644944399176545,0.6882633910865613,125
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.768125,NA,0.3109532635888954,-0.5206474634143591,0.6818831967096105,126
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.7847915,-0.2801330958911011,-0.030343585142642685,-0.35499968409427896,0.6221334326879719,127
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.8014584,1.473154347191864,0.6238822114912344,-0.43742746568066093,0.5430223670892191,128
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.8181249,NA,-0.39075700581185646,-0.3425250181773571,-0.47527039576028973,129
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.8347919,NA,0.22621358756210033,-0.30849882552849056,-1.3220388916351444,130
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.851458299999999,NA,0.804100718065667,-0.21575593927777453,-1.0744998848092924,131
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.8681251,NA,0.9183722785424931,-0.10814842867144624,-0.5737927824065657,132
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.8847915,NA,0.712805161610799,-0.24137833993830995,-0.26204914494215786,133
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9014583,NA,0.8051363308281546,-0.5786751933114348,-2.5623214992598546,134
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9181249,NA,1.2707981689495556,-0.8833567279715147,-0.03266293192314156,135
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9347917,NA,0.6479971193640334,-0.7943327433535571,-2.238190057831718,136
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9514584,2.0059456829634774,1.1741227077038818,-0.5321279068492841,-0.4585804653576767,137
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9681251,-0.15698742295921164,1.2542639558909225,-0.016726588159649555,-0.3297043958663039,138
Study1_G1_T1_Synchronous,1,11,1,Synchronous,15.9847917,NA,0.8107011248158434,0.29004625831693076,-0.2943698585274409,139
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.0014589,NA,0.01784502592582379,0.06463669359069008,-0.40983001301257393,140
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.018125,NA,-1.6206183984238056,-0.34407139130748293,-0.4349655502015445,141
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.0347915,NA,-0.16449437929740604,-0.43222314270543244,-0.08808413873671443,142
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.0514582,NA,0.41107265686756866,-0.10082925860650827,0.5310919700898923,143
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.068125,NA,0.19742348239721969,0.16944939050333505,0.5678946994142882,144
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.0847917,-0.3550813970982508,0.18101605790724115,0.08552774743706541,0.2199889434333325,145
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1014583,NA,1.0413138412030567,0.0018680770963814752,0.1729041997174811,146
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1181248,NA,0.691354498334887,0.15520098186600917,-0.1278833657933103,147
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1347919,NA,0.574315686683695,0.12214584773485289,-0.5955063550426969,148
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1514585,NA,0.17802706833937673,0.08329693771479081,-0.5470581287748616,149
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1681248,NA,-0.7114062808337791,-0.027784010764629045,-0.37337033891147914,150
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.1847917,NA,-0.46510461950526333,0.01932058182722185,0.396327915889781,151
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.2014586,NA,-0.48343315339538134,0.3145792814436492,1.0928285515194007,152
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.218125,NA,-1.6921149483565923,0.353070449598475,-2.038425490901437,153
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.2347916,NA,0.36176042553141274,0.07571950801348794,-2.007227593898132,154
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.2514584,-0.3617114769837368,0.5429372502888282,-0.10130409131218605,-0.2618764873725909,155
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.268125,-0.18774377582247426,1.3526887780426362,-0.11592022431230306,-0.5990803366005027,156
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.2847915,0.0725279581348405,0.7963401763278211,0.19217455333216463,-0.8493028880141368,157
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.3014582,0.09080854957902382,0.24330314283343443,0.378965533818884,-0.8314435264989849,158
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.318125,-0.31011598647124916,-0.05279253023638854,0.31166836230627926,-0.13569318292559318,159
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.3347917,NA,-0.4222741872240562,0.10705522477575324,0.2901835864473871,160
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.3514583,2.459369346305353,0.13234135469957745,0.060159921885899185,0.7205863645876771,161
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.3681248,NA,0.5052641861804397,0.5645160997272045,1.0801484651080662,162
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.3847919,4.926210688068682,0.09310814495756951,0.9155066976137477,0.9459136831958131,163
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.4014585,-0.35971112889526535,-0.5729758695554962,1.0789190686933623,0.6919306318377019,164
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.4181248,NA,0.09022803669874392,1.1266879329466766,0.5324598218124843,165
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.4347917,NA,-0.35605315555865075,0.9477572767164872,-0.20686049371375,166
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.4514586,NA,-0.6290689477706818,0.7342735833204496,-1.1090423819134543,167
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.468125,NA,-0.8810420098464576,0.6358144676210777,-0.994455986219506,168
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.4847916,NA,-0.14736104733166147,0.6613492822193582,-0.3644900749800982,169
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.5014584,NA,1.2476246413043144,0.8432587499951921,0.6182740990911069,170
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.518125,NA,0.8593717774948026,0.9318886901602315,1.1273588601441753,171
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.5347915,NA,0.4884802680605764,0.35867121625349996,0.8903521458551219,172
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.5514582,NA,1.2350326284602342,-0.3635659951415474,0.692052667292633,173
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.568125,NA,1.2423060612735302,-0.9728247552168481,1.1041487712440843,174
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.5847917,NA,0.8992409878634435,-1.3517380125357248,0.8517056265339116,175
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6014583,NA,0.6956625152267143,-1.384266116495439,0.3722830140813438,176
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6181248,NA,0.34484650709512016,-1.1441086041017687,0.08649918044036854,177
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6347919,NA,0.2950962594878477,-0.503617194052283,0.3257014782907561,178
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6514585,NA,-0.24437551164417085,-0.11885580693076442,0.13761516201737226,179
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6681248,NA,-0.6548249960764231,-0.18967455794630886,0.01964183046597799,180
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.6847917,NA,1.555659664066071,-0.37670987398481665,0.27110100782289326,181
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.7014586,NA,1.125225052372509,-0.3472038247790518,0.3564498931011775,182
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.718125,NA,0.9565633619281052,-0.3028345079233518,-0.28189241123571074,183
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.7347916,NA,0.7024468280522932,-0.33790953402797524,-0.40869267270484794,184
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.7514584,NA,-0.2657563678775679,-0.3004169583755365,-0.3352547491497372,185
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.768125,NA,-1.034434325144748,-0.056429151672506284,0.002673327771808255,186
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.7847915,NA,-1.8325290107347634,0.3137675144534782,0.4656095529077022,187
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.8014582,NA,0.5186278634780743,0.3395064347099612,0.9408513210710391,188
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.818125,NA,0.7961192711721615,-0.07857745752878091,1.3910194737392048,189
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.8347917,NA,0.9473492239278345,-0.80342100049626,0.8007232813131087,190
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.8514583,NA,2.555070892636373,-1.2202267474576844,0.04772294195040043,191
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.8681248,NA,2.3246559902294313,-1.3368637627103683,-0.35375848799912507,192
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.8847919,1.691554061045312,1.3021910598609372,-1.3116352494105141,-0.9686425044131429,193
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.9014585,NA,0.5686663091719996,-0.8221980212763321,-1.3960736438953845,194
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.9181248,2.911283585213574,0.3993217283216928,-0.23084162097199018,-1.1544115331245872,195
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.9347917,NA,0.1404005706431883,-0.05557616939199446,-0.6693102343015377,196
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.9514586,NA,-0.031763459486702054,-0.2273094877269976,0.11036283699907745,197
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.968125,NA,0.15806133179102275,-0.33033915919618967,0.9302551783789341,198
Study1_G1_T1_Synchronous,1,11,1,Synchronous,16.9847916,NA,0.049720789258425484,-0.14515828844417009,0.912201162780117,199
Study1_G1_T1_Synchronous,1,11,1,Synchronous,17.0014584,NA,-0.012299894495099342,0.30741964568516084,0.06805886989533093,200
Study1_G1_T1_Synchronous,1,11,1,Synchronous,17.018125,NA,0.6432842045237888,0.7458181061066457,-0.7369222455027645,201
Study1_G1_T1_Synchronous,1,11,1,Synchronous,17.0347915,NA,-0.0038150344501044608,0.7673344727398982,-1.4657589772114337,202
Study1_G1_T1_Synchronous,1,11,1,Synchronous,17.0514582,NA,-0.4122416567061623,0.39291489596287255,-2.060158664540881,203
Study1_G1_T1_Synchronous,1,11,1,Synchronous,17.068125,NA,-1.395668789146684,-0.1644694513896537,-1.9369273374841935,204
